Course Name,Course URL,About This Course,Description,keywords
Quantitative Risk Management in R,https://www.datacamp.com/courses/quantitative-risk-management-in-r,"In Quantitative Risk Management (QRM), you will build models to understand the risks of financial portfolios. This is a vital task across the banking, insurance and asset management industries. The first step in the model building process is to collect data on the underlying risk factors that affect portfolio value and analyze their behavior. In this course, you will learn how to work with risk-factor return series, study the empirical properties or so-called ""stylized facts"" of these data - including their typical non-normality and volatility, and make estimates of value-at-risk for a portfolio.","in quantitative risk management (qrm), you will build models to understand the risks of financial portfolios. this is a vital task across the banking, insurance and asset management industries. the first step in the model building process is to collect data on the underlying risk factors that affect portfolio value and analyze their behavior. in this course, you will learn how to work with risk-factor return series, study the empirical properties or so-called ""stylized facts"" of these data - including their typical non-normality and volatility, and make estimates of value-at-risk for a portfolio.","risk, risks, portfolios, portfolio, qrm, models, model, financial, quantitative, asset"
Network Analysis in R,https://www.datacamp.com/courses/network-analysis-in-r,"Get an Introduction to Networks | Discover the fundamental concepts in network analysis. This course begins by taking you through the basics of social networks, vertices and edges, and how you can use the igraph R package to explore and visualize network data. | You’ll move on to looking at directed networks in more detail, including the identification of key relationships between vertices and applying your new skills to a network data set looking at measles transmission in Hagelloch. | Understand Network Structures and Graphs | Learn to characterize network structures and substructures by looking at network density and average path length. The third chapter of this course takes you through randomization and random graphs, before moving on to triangles, transitivity, and visualizing cliques. | Identify Relationships Using Assortativity in igraph | Assortativity determines how likely two vertices are to be attached to each other if they share a common attribute - whether that’s numerical or categorical. You’ll explore the ASSORTATIVITY function within igraph to determine the impact of gender on a friendship network dataset, and will apply randomizations to assess your findings. | Create Interactive Network Plots using threejs | At the end of this course, you’ll expand your knowledge beyond igraph to explore the network visualization capabilities of threejs. You’ll make your first interactive network plots using this R package, and will look at how you can further develop your visualization.","get an introduction to networks | discover the fundamental concepts in network analysis. this course begins by taking you through the basics of social networks, vertices and edges, and how you can use the igraph r package to explore and visualize network data. | you’ll move on to looking at directed networks in more detail, including the identification of key relationships between vertices and applying your new skills to a network data set looking at measles transmission in hagelloch. | understand network structures and graphs | learn to characterize network structures and substructures by looking at network density and average path length. the third chapter of this course takes you through randomization and random graphs, before moving on to triangles, transitivity, and visualizing cliques. | identify relationships using assortativity in igraph | assortativity determines how likely two vertices are to be attached to each other if they share a common attribute - whether that’s numerical or categorical. you’ll explore the assortativity function within igraph to determine the impact of gender on a friendship network dataset, and will apply randomizations to assess your findings. | create interactive network plots using threejs | at the end of this course, you’ll expand your knowledge beyond igraph to explore the network visualization capabilities of threejs. you’ll make your first interactive network plots using this r package, and will look at how you can further develop your visualization.","graphs, networks, cliques, igraph, network, vertices, plots, visualization, edges, visualizing"
HR Analytics: Exploring Employee Data in R,https://www.datacamp.com/courses/hr-analytics-exploring-employee-data-in-r,"Get to Grips with HR Data Analytics | Businesses are increasingly counting on their human resources departments to answer questions, provide insights, and make recommendations using data about their employees. This process is known as HR analytics, people analytics, talent analytics, or workforce analytics. | HR analytics has become increasingly important as businesses realize how employee data plays a big role in business decision making. Taught by a People Analytics Partner at Facebook, Ben Teusch, you will learn the best practices of HR analytics and apply it to a number of practical exercises. | Learn to Analyze Recruitment and Employee Safety Data | This course starts off by introducing the basics of HR analytics. Next, you will explore a case study where you'll analyze and visualize recruiting data to determine which source of new candidates ultimately produces the best new hires. | The last chapter explores employee safety data. Here, you will work on how you can use data to improve workplace environments. This interactive course will provide you with a set of guiding questions to help you look for explanations for an increase in workplace accidents. | Upon completing this course, you will be able to manipulate, visualize, and perform statistical tests on HR data through a series of HR analytics case studies.","get to grips with hr data analytics | businesses are increasingly counting on their human resources departments to answer questions, provide insights, and make recommendations using data about their employees. this process is known as hr analytics, people analytics, talent analytics, or workforce analytics. | hr analytics has become increasingly important as businesses realize how employee data plays a big role in business decision making. taught by a people analytics partner at facebook, ben teusch, you will learn the best practices of hr analytics and apply it to a number of practical exercises. | learn to analyze recruitment and employee safety data | this course starts off by introducing the basics of hr analytics. next, you will explore a case study where you'll analyze and visualize recruiting data to determine which source of new candidates ultimately produces the best new hires. | the last chapter explores employee safety data. here, you will work on how you can use data to improve workplace environments. this interactive course will provide you with a set of guiding questions to help you look for explanations for an increase in workplace accidents. | upon completing this course, you will be able to manipulate, visualize, and perform statistical tests on hr data through a series of hr analytics case studies.","analytics, data, hr, recruitment, analyze, recruiting, workforce, workplace, employees, insights"
Structural Equation Modeling with lavaan in R,https://www.datacamp.com/courses/structural-equation-modeling-with-lavaan-in-r,"When working with data, we often want to create models to predict future events, but we also want an even deeper understanding of how our data is connected or structured. In this course, you will explore the connectedness of data using using structural equation modeling (SEM) with the R programming language using the lavaan package. SEM will introduce you to latent and manifest variables and how to create measurement models, assess measurement model accuracy, and fix poor fitting models. During the course, you will explore classic SEM datasets, such as the Holzinger and Swineford (1939) and Bollen (1989) datasets. You will also work through a multi-factor model case study using the Wechsler Adult Intelligence Scale. Following this course, you will be able to dive into your data and gain a much deeper understanding of how it all fits together.","when working with data, we often want to create models to predict future events, but we also want an even deeper understanding of how our data is connected or structured. in this course, you will explore the connectedness of data using using structural equation modeling (sem) with the r programming language using the lavaan package. sem will introduce you to latent and manifest variables and how to create measurement models, assess measurement model accuracy, and fix poor fitting models. during the course, you will explore classic sem datasets, such as the holzinger and swineford (1939) and bollen (1989) datasets. you will also work through a multi-factor model case study using the wechsler adult intelligence scale. following this course, you will be able to dive into your data and gain a much deeper understanding of how it all fits together.","modeling, datasets, data, study, models, model, intelligence, sem, programming, understanding"
Introduction to Spark with sparklyr in R,https://www.datacamp.com/courses/introduction-to-spark-with-sparklyr-in-r,"Explore the Advantages of R, Spark, and sparklyr | R is mostly optimized to help you write data analysis code quickly and readably. Apache Spark is designed to analyze huge datasets quickly. The sparklyr package lets you write dplyr R code that runs on a Spark cluster, giving you the best of both worlds. This 4-hour course teaches you how to manipulate Spark DataFrames using both the dplyr interface and the native interface to Spark, as well as trying machine learning techniques. | Load Data into Spark and Manipulate Spark DataFrames | You’ll start this Spark course by investigating how Spark and R work well together and practicing loading data, ready for cleaning, transformation, and analysis. You’ll use Spark frames and dplyr syntax to manipulate your data by filtering and arranging rows, and mutating and summarizing columns. | Delve into Big Data Analysis with Spark MLib | This course focuses on building your skills and confidence in analyzing huge datasets. The final chapters take you through Spark’s machine learning data transformation features and offer you the chance to practice sparklyr’s machine learning routines by using it to make predictions using gradient boosted trees and random forests. ""","explore the advantages of r, spark, and sparklyr | r is mostly optimized to help you write data analysis code quickly and readably. apache spark is designed to analyze huge datasets quickly. the sparklyr package lets you write dplyr r code that runs on a spark cluster, giving you the best of both worlds. this 4-hour course teaches you how to manipulate spark dataframes using both the dplyr interface and the native interface to spark, as well as trying machine learning techniques. | load data into spark and manipulate spark dataframes | you’ll start this spark course by investigating how spark and r work well together and practicing loading data, ready for cleaning, transformation, and analysis. you’ll use spark frames and dplyr syntax to manipulate your data by filtering and arranging rows, and mutating and summarizing columns. | delve into big data analysis with spark mlib | this course focuses on building your skills and confidence in analyzing huge datasets. the final chapters take you through spark’s machine learning data transformation features and offer you the chance to practice sparklyr’s machine learning routines by using it to make predictions using gradient boosted trees and random forests. ""","sparklyr, spark, dataframes, dplyr, datasets, data, learning, cluster, columns, apache"
Concepts in Computer Science,https://www.datacamp.com/courses/concepts-in-computer-science,"Unlock the Power of Computation | Ever wondered how computers perform complex tasks effortlessly? This comprehensive course on computation takes you from the basics of how computers work to the depths of computational theory. You'll gain practical skills and foundational knowledge that will empower you to understand and create efficient programs. | Explore Computer Fundamentals | Start with the core concepts of computing. Learn how computers function, the essence of binary math, and the history of programming languages. Discover the differences between functional, procedural, and low-level programming languages, and understand how programs are translated for computers through interpreted and compiled languages. | Master Algorithms and Efficiency | Delve into the world of algorithms, where you'll explore their design and application. Understand the significance of algorithm efficiency through Big-O Notation, and learn to assess time and space complexity. Practical lessons will enable you to solve real-world problems, such as sorting and searching in an online shopping context, using Python. | Discover Computability and Beyond | Expand your knowledge to the theoretical aspects of computation. Learn about automata, Turing machines, and the limits of what computers can solve. Gain insights into computational complexity, including P, NP, NP-Complete, and NP-Hard problems. Finally, explore the real-world implications of these concepts in fields like cryptography and machine learning, and get a glimpse into the future with Quantum Computing. | What You'll Achieve | By the end of this course, you'll have a solid understanding of computer operations, programming languages, and algorithms. You'll be equipped to evaluate algorithm efficiency and understand the theoretical limits of computation. This course will provide you with the skills to solve practical problems efficiently and appreciate the ongoing advancements in computational theory. | Join us to unlock the power of computation and transform your understanding of how computers work!","unlock the power of computation | ever wondered how computers perform complex tasks effortlessly? this comprehensive course on computation takes you from the basics of how computers work to the depths of computational theory. you'll gain practical skills and foundational knowledge that will empower you to understand and create efficient programs. | explore computer fundamentals | start with the core concepts of computing. learn how computers function, the essence of binary math, and the history of programming languages. discover the differences between functional, procedural, and low-level programming languages, and understand how programs are translated for computers through interpreted and compiled languages. | master algorithms and efficiency | delve into the world of algorithms, where you'll explore their design and application. understand the significance of algorithm efficiency through big-o notation, and learn to assess time and space complexity. practical lessons will enable you to solve real-world problems, such as sorting and searching in an online shopping context, using python. | discover computability and beyond | expand your knowledge to the theoretical aspects of computation. learn about automata, turing machines, and the limits of what computers can solve. gain insights into computational complexity, including p, np, np-complete, and np-hard problems. finally, explore the real-world implications of these concepts in fields like cryptography and machine learning, and get a glimpse into the future with quantum computing. | what you'll achieve | by the end of this course, you'll have a solid understanding of computer operations, programming languages, and algorithms. you'll be equipped to evaluate algorithm efficiency and understand the theoretical limits of computation. this course will provide you with the skills to solve practical problems efficiently and appreciate the ongoing advancements in computational theory. | join us to unlock the power of computation and transform your understanding of how computers work!","computing, computational, complexity, computability, programming, computation, algorithms, python, turing, algorithm"
Case Study: Set Up a Book Recommendation App in Azure,https://www.datacamp.com/courses/case-study-set-up-a-book-recommendation-app-in-azure,"Introduction to the Project | Embark on an exciting journey with AppSculpt, a leading developer of recommendation applications, as they aim to transition their book recommendation service to the Microsoft Azure platform. As a consultant in this case study, you will use your understanding of Azure Fundamentals to guide this transformation. You will explore the capabilities of Azure to find the optimal solutions that align with the company's needs and aspirations for scalability and reliability. | Implementation Strategies | Throughout this case study, you will engage in detailed planning and execution of the app's migration. This includes selecting the appropriate Azure services such as Azure App Services, Azure SQL Databases, and Azure Cognitive Services to enhance the app's functionality. You will also employ the Azure Pricing Calculator to forecast and manage costs effectively, ensuring the project stays within budget. Your role will involve configuring these services to work seamlessly together to provide a robust book recommendation system. | Security and Monitoring | Maintaining the security and integrity of the application is paramount. In this segment, you will learn to implement Azure’s security features, including setting up Azure Active Directory for authentication and using Azure Monitor to keep track of the app’s performance and activity. These tools will help you ensure that the application not only runs efficiently but also remains secure against potential threats, providing peace of mind to both AppSculpt and its users.","introduction to the project | embark on an exciting journey with appsculpt, a leading developer of recommendation applications, as they aim to transition their book recommendation service to the microsoft azure platform. as a consultant in this case study, you will use your understanding of azure fundamentals to guide this transformation. you will explore the capabilities of azure to find the optimal solutions that align with the company's needs and aspirations for scalability and reliability. | implementation strategies | throughout this case study, you will engage in detailed planning and execution of the app's migration. this includes selecting the appropriate azure services such as azure app services, azure sql databases, and azure cognitive services to enhance the app's functionality. you will also employ the azure pricing calculator to forecast and manage costs effectively, ensuring the project stays within budget. your role will involve configuring these services to work seamlessly together to provide a robust book recommendation system. | security and monitoring | maintaining the security and integrity of the application is paramount. in this segment, you will learn to implement azure’s security features, including setting up azure active directory for authentication and using azure monitor to keep track of the app’s performance and activity. these tools will help you ensure that the application not only runs efficiently but also remains secure against potential threats, providing peace of mind to both appsculpt and its users.","azure, appsculpt, app, applications, application, microsoft, recommendation, consultant, services, pricing"
Survival Analysis in R,https://www.datacamp.com/courses/survival-analysis-in-r,"Do patients taking the new drug survive longer than others? How fast do people get a new job after getting unemployed? What can I do to make my friends stay on the dancefloor at my party? All these questions require the analysis of time-to-event data, for which we use special statistical methods. This course introduces basic concepts of time-to-event data analysis, also called survival analysis. Learn how to deal with time-to-event data and how to compute, visualize and interpret survivor curves as well as Weibull and Cox models.","do patients taking the new drug survive longer than others? how fast do people get a new job after getting unemployed? what can i do to make my friends stay on the dancefloor at my party? all these questions require the analysis of time-to-event data, for which we use special statistical methods. this course introduces basic concepts of time-to-event data analysis, also called survival analysis. learn how to deal with time-to-event data and how to compute, visualize and interpret survivor curves as well as weibull and cox models.","survival, patients, drug, data, unemployed, statistical, survive, cox, survivor, event"
Text Mining with Bag-of-Words in R,https://www.datacamp.com/courses/text-mining-with-bag-of-words-in-r,"It is estimated that over 70% of potentially usable business information is unstructured, often in the form of text data. Text mining provides a collection of techniques that allows us to derive actionable insights from unstructured data. In this course, we explore the basics of text mining using the bag of words method. The first three chapters introduce a variety of essential topics for analyzing and visualizing text data. The final chapter allows you to apply everything you've learned in a real-world case study to extract insights from employee reviews of two major tech companies.","it is estimated that over 70% of potentially usable business information is unstructured, often in the form of text data. text mining provides a collection of techniques that allows us to derive actionable insights from unstructured data. in this course, we explore the basics of text mining using the bag of words method. the first three chapters introduce a variety of essential topics for analyzing and visualizing text data. the final chapter allows you to apply everything you've learned in a real-world case study to extract insights from employee reviews of two major tech companies.","text, unstructured, analyzing, mining, words, business, companies, visualizing, employee, topics"
Spoken Language Processing in Python,https://www.datacamp.com/courses/spoken-language-processing-in-python,"Learn Speech Recognition and Spoken Language Processing in Python | We learn to speak far before we learn to read. Even in the digital age, our main method of communication is speech. Spoken Language Processing in Python will help you load, transform, and transcribe audio files. You’ll start by seeing what raw audio looks like in Python, and move on to exploring popular libraries and working through an example business use case. | Use Python SpeechRecognition and PyDub to Transcribe Audio Files | Python has a number of popular libraries that help you to process spoken language. SpeechRecognition offers you an easy way to integrate with speech-to-text APIs, while PyDub helps you to programmatically alter audio file attributes to get them ready for transcription. Each of these libraries is covered in an in-depth chapter, offering you the opportunity to put theory into practice to cement your knowledge. | Practice Speech Transcription with an In-Course Project | The final chapter in this course offers you the opportunity to put everything you’ve learned together by building a speech processing proof of concept for a fictional technology company. You’ll build a system that transcribes phone call audio to text and then performs sentiment analysis to review customer support phone calls. | By the end of this course, you’ll have both the knowledge and hands-on experience to put your learning into practice within your job or personal projects.","learn speech recognition and spoken language processing in python | we learn to speak far before we learn to read. even in the digital age, our main method of communication is speech. spoken language processing in python will help you load, transform, and transcribe audio files. you’ll start by seeing what raw audio looks like in python, and move on to exploring popular libraries and working through an example business use case. | use python speechrecognition and pydub to transcribe audio files | python has a number of popular libraries that help you to process spoken language. speechrecognition offers you an easy way to integrate with speech-to-text apis, while pydub helps you to programmatically alter audio file attributes to get them ready for transcription. each of these libraries is covered in an in-depth chapter, offering you the opportunity to put theory into practice to cement your knowledge. | practice speech transcription with an in-course project | the final chapter in this course offers you the opportunity to put everything you’ve learned together by building a speech processing proof of concept for a fictional technology company. you’ll build a system that transcribes phone call audio to text and then performs sentiment analysis to review customer support phone calls. | by the end of this course, you’ll have both the knowledge and hands-on experience to put your learning into practice within your job or personal projects.","speechrecognition, python, transcription, audio, transcribe, speech, transcribes, pydub, libraries, language"
Inference for Numerical Data in R,https://www.datacamp.com/courses/inference-for-numerical-data-in-r,"In this course, you'll learn how to use statistical techniques to make inferences and estimations using numerical data. This course uses two approaches to these common tasks. The first makes use of bootstrapping and permutation to create resample based tests and confidence intervals. The second uses theoretical results and the t-distribution to achieve the same result. You'll learn how (and when) to perform a t-test, create a confidence interval, and do an ANOVA!","in this course, you'll learn how to use statistical techniques to make inferences and estimations using numerical data. this course uses two approaches to these common tasks. the first makes use of bootstrapping and permutation to create resample based tests and confidence intervals. the second uses theoretical results and the t-distribution to achieve the same result. you'll learn how (and when) to perform a t-test, create a confidence interval, and do an anova!","statistical, techniques, tests, bootstrapping, anova, data, inferences, approaches, test, numerical"
Feature Engineering in R,https://www.datacamp.com/courses/feature-engineering-in-r,"Discover Feature Engineering for Machine Learning | In this course, you’ll learn about feature engineering, which is at the heart of many times of machine learning models. As the performance of any model is a direct consequence of the features it’s fed, feature engineering places domain knowledge at the center of the process. You’ll become acquainted with principles of sound feature engineering, helping to reduce the number of variables where possible, making learning algorithms run faster, improving interpretability, and preventing overfitting. | Implement Feature Engineering Techniques in R | You will learn how to implement feature engineering techniques using the R tidymodels framework, emphasizing the recipe package that will allow you to create, extract, transform, and select the best features for your model. | Engineer Features and Build Better ML Models | When faced with a new dataset, you will be able to identify and select relevant features and disregard non-informative ones to make your model run faster without sacrificing accuracy. You will also become comfortable applying transformations and creating new features to make your models more efficient, interpretable, and accurate!","discover feature engineering for machine learning | in this course, you’ll learn about feature engineering, which is at the heart of many times of machine learning models. as the performance of any model is a direct consequence of the features it’s fed, feature engineering places domain knowledge at the center of the process. you’ll become acquainted with principles of sound feature engineering, helping to reduce the number of variables where possible, making learning algorithms run faster, improving interpretability, and preventing overfitting. | implement feature engineering techniques in r | you will learn how to implement feature engineering techniques using the r tidymodels framework, emphasizing the recipe package that will allow you to create, extract, transform, and select the best features for your model. | engineer features and build better ml models | when faced with a new dataset, you will be able to identify and select relevant features and disregard non-informative ones to make your model run faster without sacrificing accuracy. you will also become comfortable applying transformations and creating new features to make your models more efficient, interpretable, and accurate!","features, feature, models, model, learning, tidymodels, overfitting, engineering, improving, dataset"
Analyzing Police Activity with pandas,https://www.datacamp.com/courses/analyzing-police-activity-with-pandas,"Now that you have learned the foundations of pandas, this course will give you the chance to apply that knowledge by answering interesting questions about a real dataset! You will explore the Stanford Open Policing Project dataset and analyze the impact of gender on police behavior. During the course, you will gain more practice cleaning messy data, creating visualizations, combining and reshaping datasets, and manipulating time series data. Analyzing Police Activity with pandas will give you valuable experience analyzing a dataset from start to finish, preparing you for your data science career!","now that you have learned the foundations of pandas, this course will give you the chance to apply that knowledge by answering interesting questions about a real dataset! you will explore the stanford open policing project dataset and analyze the impact of gender on police behavior. during the course, you will gain more practice cleaning messy data, creating visualizations, combining and reshaping datasets, and manipulating time series data. analyzing police activity with pandas will give you valuable experience analyzing a dataset from start to finish, preparing you for your data science career!","pandas, policing, datasets, dataset, police, data, behavior, gender, analyzing, analyze"
Introduction to Business Valuation,https://www.datacamp.com/courses/introduction-to-business-valuation,"Fundamentals of Valuation Methodologies | This course starts by introducing learners to the foundational concepts of business valuation. You will explore the three primary methodologies used in the industry: comparable company analysis, precedent transactions, and discounted cash flow (DCF). Each method provides a different lens through which to assess a company's worth, and understanding the nuances and applications of each is critical for accurate valuation. | Deep Dive into Discounted Cash Flow (DCF) Analysis | The discounted cash flow method, often considered the cornerstone of valuation, involves forecasting the free cash flows of a business and discounting them to their present value. This section of the course offers a comprehensive examination of the DCF process, including cash flow projection, determination of the discount rate, and the significance of terminal value. Participants will engage in detailed case studies to practice constructing DCF models and interpreting their results. | Practical Application and Real-World Examples | Learners will apply the theories and methodologies discussed in the course to real-world scenarios, enhancing their practical understanding and analytical skills. This part of the course includes hands-on exercises involving recent transactions and current market data. By analyzing actual companies and employing the valuation techniques learned, participants will gain the confidence and expertise needed to make informed valuation decisions in their professional careers.","fundamentals of valuation methodologies | this course starts by introducing learners to the foundational concepts of business valuation. you will explore the three primary methodologies used in the industry: comparable company analysis, precedent transactions, and discounted cash flow (dcf). each method provides a different lens through which to assess a company's worth, and understanding the nuances and applications of each is critical for accurate valuation. | deep dive into discounted cash flow (dcf) analysis | the discounted cash flow method, often considered the cornerstone of valuation, involves forecasting the free cash flows of a business and discounting them to their present value. this section of the course offers a comprehensive examination of the dcf process, including cash flow projection, determination of the discount rate, and the significance of terminal value. participants will engage in detailed case studies to practice constructing dcf models and interpreting their results. | practical application and real-world examples | learners will apply the theories and methodologies discussed in the course to real-world scenarios, enhancing their practical understanding and analytical skills. this part of the course includes hands-on exercises involving recent transactions and current market data. by analyzing actual companies and employing the valuation techniques learned, participants will gain the confidence and expertise needed to make informed valuation decisions in their professional careers.","valuation, discounting, discount, assess, dcf, discounted, cash, business, market, value"
Survival Analysis in Python,https://www.datacamp.com/courses/survival-analysis-in-python,"How long does it take for flu symptoms to show after exposure? And what if you don't know when people caught the virus? Do salary and work-life balance influence the speed of employee turnover? Lots of real-life challenges require survival analysis to robustly estimate the time until an event to help us draw insights from time-to-event distributions. This course introduces you to the basic concepts of survival analysis. Through hands-on practice, you’ll learn how to compute, visualize, interpret, and compare survival curves using Kaplan-Meier, Weibull, and Cox PH models. By the end of this course, you’ll be able to model survival distributions, build pretty plots of survival curves, and even predict survival durations.","how long does it take for flu symptoms to show after exposure? and what if you don't know when people caught the virus? do salary and work-life balance influence the speed of employee turnover? lots of real-life challenges require survival analysis to robustly estimate the time until an event to help us draw insights from time-to-event distributions. this course introduces you to the basic concepts of survival analysis. through hands-on practice, you’ll learn how to compute, visualize, interpret, and compare survival curves using kaplan-meier, weibull, and cox ph models. by the end of this course, you’ll be able to model survival distributions, build pretty plots of survival curves, and even predict survival durations.","flu, survival, durations, symptoms, virus, analysis, plots, visualize, models, cox"
Data Transformation in KNIME,https://www.datacamp.com/courses/data-transformation-in-knime,"Basic Data Manipulation Techniques | Kick off your learning journey by acquiring foundational data transformation skills in KNIME. This course segment covers splitting columns based on cell values, using conditional statements to enforce data integrity, and employing logical operators to create comprehensive data filters. Additionally, you'll learn techniques for renaming columns to maintain a well-organized dataset. These essential skills are crucial for anyone starting out with data transformation in KNIME. | Expression-Based Transformations | Build upon your foundational knowledge with intermediate data manipulation strategies. In this part of the course, you will practice the art of creating and using string and mathematical expressions to perform complex data transformations. Learn how to craft custom columns tailored to specific analytical needs and combine different types of data transformations seamlessly. This skill set will enable you to handle more sophisticated data scenarios effectively. | Enhancing Workflows and Data Consolidation | The final part of the course focuses on optimizing and enhancing KNIME workflows. Learn to append and merge columns from multiple data sources, add constant value columns, and effectively sort tables. Furthermore, this section teaches you how to abstract segments of your workflows into reusable components and enhance your visual elements for better usability. These advanced techniques will allow you to manage and analyze complex datasets with greater efficiency and insight.","basic data manipulation techniques | kick off your learning journey by acquiring foundational data transformation skills in knime. this course segment covers splitting columns based on cell values, using conditional statements to enforce data integrity, and employing logical operators to create comprehensive data filters. additionally, you'll learn techniques for renaming columns to maintain a well-organized dataset. these essential skills are crucial for anyone starting out with data transformation in knime. | expression-based transformations | build upon your foundational knowledge with intermediate data manipulation strategies. in this part of the course, you will practice the art of creating and using string and mathematical expressions to perform complex data transformations. learn how to craft custom columns tailored to specific analytical needs and combine different types of data transformations seamlessly. this skill set will enable you to handle more sophisticated data scenarios effectively. | enhancing workflows and data consolidation | the final part of the course focuses on optimizing and enhancing knime workflows. learn to append and merge columns from multiple data sources, add constant value columns, and effectively sort tables. furthermore, this section teaches you how to abstract segments of your workflows into reusable components and enhance your visual elements for better usability. these advanced techniques will allow you to manage and analyze complex datasets with greater efficiency and insight.","workflows, columns, data, datasets, dataset, tables, knime, transformations, skills, basic"
Programming Paradigm Concepts,https://www.datacamp.com/courses/programming-paradigms-concepts,"Ready for a paradigm shift to what you know about programming? In | Introduction to Programming Paradigms | , you will learn the basics of various programming paradigms, including imperative and declarative programming, procedural programming, functional programming, and object-oriented programming. | You will learn about real-world use cases for these paradigms and common coding patterns in each one, and even write basic programs in Python for each paradigm. By the time you're finished with the course, you'll be able to recognize different programming paradigms and know when to choose one over another. You'll even get a sneak peek into some more advanced topics like: | Recursion in functional programming | Class inheritance in procedural programming | Understand the Pros and Cons of Each Programming Paradigm | In chapters 2-4, you will explore procedural, functional, and object-oriented programming, respectively. Each chapter will cover the hallmarks of the specific programming paradigm, some common real-world applications, and enough of an overview to give you an understanding of when to use one paradigm over another. | Implement Simple Procedural, Functional, and Object-Oriented Programs | Each chapter will also include an exercise in building a program within the given paradigm. You will write subroutines and recursive functions, and define your own classes using Python. | By the time you finish, you’ll have a firm understanding of the basics of programming paradigms, their uses, common coding patterns, and when to apply each one in specific situations.","ready for a paradigm shift to what you know about programming? in | introduction to programming paradigms | , you will learn the basics of various programming paradigms, including imperative and declarative programming, procedural programming, functional programming, and object-oriented programming. | you will learn about real-world use cases for these paradigms and common coding patterns in each one, and even write basic programs in python for each paradigm. by the time you're finished with the course, you'll be able to recognize different programming paradigms and know when to choose one over another. you'll even get a sneak peek into some more advanced topics like: | recursion in functional programming | class inheritance in procedural programming | understand the pros and cons of each programming paradigm | in chapters 2-4, you will explore procedural, functional, and object-oriented programming, respectively. each chapter will cover the hallmarks of the specific programming paradigm, some common real-world applications, and enough of an overview to give you an understanding of when to use one paradigm over another. | implement simple procedural, functional, and object-oriented programs | each chapter will also include an exercise in building a program within the given paradigm. you will write subroutines and recursive functions, and define your own classes using python. | by the time you finish, you’ll have a firm understanding of the basics of programming paradigms, their uses, common coding patterns, and when to apply each one in specific situations.","programming, basics, paradigms, basic, topics, programs, python, paradigm, program, classes"
AI-Assisted Restaurant Planning,https://www.datacamp.com/courses/ai-assisted-restaurant-planning,"Practice AI Prompting and Build Confidence | This project is designed to help beginners build confidence and understanding in interacting with AI chatbots through hands-on practice with a custom AI guidebot, Seed & Sizzle. You’ll learn how to craft simple, effective prompts to get helpful results from AI, explore key strategies for clear communication, and gain a solid foundation in using popular AI tools. | You’ll practice real-world scenarios through interactive exercises, refining your skills in a supportive environment. Ultimately, you’ll feel confident and ready to use AI chatbots for personal and professional tasks.","practice ai prompting and build confidence | this project is designed to help beginners build confidence and understanding in interacting with ai chatbots through hands-on practice with a custom ai guidebot, seed & sizzle. you’ll learn how to craft simple, effective prompts to get helpful results from ai, explore key strategies for clear communication, and gain a solid foundation in using popular ai tools. | you’ll practice real-world scenarios through interactive exercises, refining your skills in a supportive environment. ultimately, you’ll feel confident and ready to use ai chatbots for personal and professional tasks.","chatbots, prompting, guidebot, ai, prompts, confidence, interactive, confident, beginners, skills"
Statistical Simulation in Python,https://www.datacamp.com/courses/statistical-simulation-in-python,"Get to Grips with Random Variables | Simulations are a class of computational algorithms that use random sampling to solve increasingly complex problems. Although simulations have been around for a long time, interest in this area has recently grown due to the rise in computational power and the applications across Artificial Intelligence, Physics, Computational Biology and Finance just to name a few. | This course provides hands-on experience with simulations using real-world applications, starting with an introduction to random variables and the tools you need to run a simulation. | Gain an Introduction to Probability Concepts | The second chapter in this course provides an overview of probability concepts, using practice exercises based on card games and well-known probability puzzles to provide a framework for your new knowledge. You’ll finish this chapter by modeling an eCommerce advertising simulation. | Discover Resampling Methods and Applications | The third chapter looks at different resampling methods, including bootstrap resampling, jackknife resampling, and permutation testing. Once you’ve completed this course, you’ll be able to add these methods to your data analysis process. | Learn to Use Simulation for Business and Build Your Portfolio | Simulation has many real-world applications, especially in the world of business. The final chapter in this course looks at these, and takes you through a business planning problem to get you used to using your new skills in a business setting. You’ll look at modeling profits, optimizing costs, and getting started with power analysis.","get to grips with random variables | simulations are a class of computational algorithms that use random sampling to solve increasingly complex problems. although simulations have been around for a long time, interest in this area has recently grown due to the rise in computational power and the applications across artificial intelligence, physics, computational biology and finance just to name a few. | this course provides hands-on experience with simulations using real-world applications, starting with an introduction to random variables and the tools you need to run a simulation. | gain an introduction to probability concepts | the second chapter in this course provides an overview of probability concepts, using practice exercises based on card games and well-known probability puzzles to provide a framework for your new knowledge. you’ll finish this chapter by modeling an ecommerce advertising simulation. | discover resampling methods and applications | the third chapter looks at different resampling methods, including bootstrap resampling, jackknife resampling, and permutation testing. once you’ve completed this course, you’ll be able to add these methods to your data analysis process. | learn to use simulation for business and build your portfolio | simulation has many real-world applications, especially in the world of business. the final chapter in this course looks at these, and takes you through a business planning problem to get you used to using your new skills in a business setting. you’ll look at modeling profits, optimizing costs, and getting started with power analysis.","simulations, sampling, simulation, ecommerce, advertising, modeling, random, applications, resampling, portfolio"
