Unnamed: 0,Course Name,Course URL,About This Course,keywords
580,"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.edx.org/learn/nosql/the-university-of-michigan-database-architecture-scale-and-nosql-with-elasticsearch?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=581,"within this course, you will explore database architecture, postgresql, and various scalable deployment configurations. you will see how postgresql implements basic crud operations and indexes, and review how transactions and the acid (atomicity, consistency, isolation, durability) requirements are implemented. | you’ll learn to use elasticsearch nosql, which is a common nosql database and a supplement to a relational database to high-speed search and indexing. we will examine elasticsearch as an example of a base-style (basic availability, soft state, eventual consistency) database approach, as well as compare and contrast the advantages and challenges associated with acid and base databases.","nosql, databases, database, postgresql, elasticsearch, indexes, indexing, scalable, availability, architecture"
581,Teach kids computing: Computing systems and networks,https://www.edx.org/learn/teacher-training/raspberry-pi-foundation-teach-kids-computing-computing-systems-and-networks?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=582,"whether on their own, connected to a local network, or plugged into the internet, computers are central to many usual tasks and routines. it's important for young people to develop their knowledge of how these devices work so that they can appreciate the impact of computers and networks on the world around them. | in this 3-week course, you'll explore how to build young learners' knowledge in an age-appropriate manner. you'll start by thinking about how you can help your learners recognise information technology and how computers process an input to give an output. | in the second week of the course, you'll learn about the key pieces of technology that allow us to connect computers to networks and the advantages that networks can bring. you'll also consider how you can make the concept of a computer network relevant to young learners. | by the end of week 2, you'll be able to explain to your learners why the internet and the world wide web are not the same thing, as well as help them identify a range of services that run over the internet. | in the third week, you'll investigate other computer systems that consist of many devices working together. | young people also need to understand how to act on the internet — both for their own safety and to contribute to a pleasant online environment. you'll think about the skills and attitudes that young people need and how you can help them develop these not only while teaching about computer networks but also more generally across the curriculum.","internet, computers, learners, network, computer, technology, web, devices, learn, networks"
582,"Human-Computer Interaction III: Ethics, Needfinding & Prototyping",https://www.edx.org/learn/human-computer-interaction/the-georgia-institute-of-technology-human-computer-interaction-iii-ethics-needfinding-prototyping?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=583,"this course takes you through lessons 14 through 18 of cs6750: human-computer interaction as taught in the georgia tech online master of science in computer science program. | in this course, you’ll begin by learning the design life cycle. this is the process by which we investigate user needs, brainstorm potential designs, create prototypes, and evaluate those prototypes. this life cycle provides the structure for the third and fourth courses in this professional certificate. | a key part of the design life cycle, however, is human subjects research. in interface design, this involves asking users for information about what they do and what they need, and then asking them for feedback on the prototypes that you develop. in hci more broadly, this may involve testing different ideas with users to see what facilitates the best user experience. whenever we interact with users, though, we need to keep in mind users’ rights to privacy and transparency, and so we begin this course with a discussion of ethics in hci. this is grounded in the university institutional review board process, but also investigates the role of ethics in hci in industry as well. | from there, you’ll move on to needfinding and requirements gathering. it is always tempting to jump straight into designing an interface based on our intuitive understanding of a task or need, but successful interface design always starts with an understanding of the users: who are they, what they do, and what they need. this involves both interacting directly with them via surveys and interviews, as well as observing them at a distance or even attempting the tasks ourselves. this concludes with an understanding of the requirements of any interface we create. | from there, you’ll move on to brainstorming design alternatives. again, it is often tempting to jump straight to the design we have in mind, but successful interface design starts with the results of needfinding and attempts a more grounded investigation of possible solutions. through this lesson, you’ll learn techniques for managing effective brainstorming sessions and approaches to exploring the ideas that are created including artifacts like user personas, interaction timelines, and storyboards. | finally, you’ll conclude by learning about prototyping. implementing an interface is a complicated process, and there is a risk that we may invest lots of time into an interface that is doomed to fail because we do not get user feedback on the idea. the goal of prototyping is to get an idea in front of users as quickly as possible to validate and improve it before we move on to the high pressures of implementation. | by the end of this course, you’ll have an understanding of the design life cycle and its first three major stages: needfinding, brainstorming, and prototyping. you’ll also understand the ethical implications of hci research and how to safeguard users’ rights.","designing, hci, prototyping, design, designs, requirements, prototypes, brainstorming, interact, develop"
583,Quantum Technologies for Decision Makers,https://www.edx.org/learn/quantum-computing/the-university-of-queensland-quantum-technologies-for-decision-makers?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=584,"quantum technology is all around yet many of us can readily be confused by the science, let alone the trajectories to identifying commercial opportunities. dominant in the hype is the emerging promise of quantum computing, still some way from delivering a useful and fully capable quantum computer. in such a context, making strategic decisions when the science and engineering are shifting presents many innovation dilemmas! | this course applies a focus on quantum technologies that deliver innovative new products and services. the now ubiquitous mobile telephone demonstrates such innovation. our interest lies in exploring enough of the science to boost our understanding so that we can make informed decisions to allocate resources that create and harness emerging opportunities. such resource-allocation processes will be as many and varied as there are innovators to pursue them. | the full 4-module course specifically targets strategic decision makers across the quantum domains of sensing, communication, and computing. the online course includes content from world-recognised quantum scientists as well as the approaches of practitioners seeking to harness the exciting technological potentials for their organizations and customers. the key artefact learners will develop is a quantum strategy for their own organization, identifying the enablers and challenges to unique opportunities. this quantum strategy can then serve as a roadmap for an innovation portfolio.","quantum, innovation, technologies, technological, innovators, innovative, exploring, technology, develop, telephone"
584,Vision artificielle et exploitation intelligente des ressources naturelles,https://www.edx.org/learn/computer-science/universite-de-montreal-vision-artificielle-et-exploitation-intelligente-des-ressources-naturelles?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=585,"bienvenue au cours viarena, «vision artificielle et exploitation intelligente des ressources naturelles». la vision artificielle est l'art et la science de rendre les ordinateurs capables d'interpréter intelligemment des images. il existe une multitude d'applications de la vision artificielle réalisables dans nos entreprises, particulièrement les pme et nos communautés. | la vision artificielle est particulièrement accessible et facile à mettre en oeuvre. malheureusement, c'est un secret trop bien gardé de l'intelligence artificielle. en effet, les données sont abondantes et faciles à récolter, les logiciels sont offerts en logiciel libre, il existe de gros modèles préentraînés et l'infonuagique démocratise l'accès aux infrastructures de calcul. | ce cours pratique fait le pari que vous pourrez appliquer la vision artificielle à une foule de problèmes sans en maîtriser les détails mathématiques. viarena propose une approche pratique basée sur le code pour vous aider à gagner en confiance pendant que vous apprenez des concepts clés. | le cours viarena utilise le langage de programmation python qui possède le plus riche écosystème en ia. une trentaine de courts laboratoires, sous la forme de carnets ipython interactifs, utilisent la bibliothèque keras de google, une interface de programmation d'applications de haut niveau qui démocratise l'apprentissage profond. | les informaticiens apprécieront les laboratoires avec google colab qui leur permettront de travailler directement avec le code sans avoir à installer de logiciels. toutefois, ce ne sont pas des exercices de programmation, tout le code est là et fonctionnel. les exercices portent plutôt sur l'appropriation et la compréhension du code. | identifiez une niche commerciale en survolant une foule d'applications pratiques. viarena montre un grand nombre d'exemples et d'applications pour illustrer les possibilités et stimuler votre créativité. des applications comme la surveillance d'un troupeau, la récolte robotisée, l'inspection visuelle ou sonore d'éoliennes, le diagnostic d'une maladie de plante, le tri automatique de matières résiduelles, l'identification de minéraux, l'inventaire forestier, la prédiction de sécheresse, le comptage de poissons, etc. | récoltez des données avec un drone. entraînez des réseaux de neurones profonds. déployez une application sur un téléphone intelligent ou un site web. | l'objectif de viarena est: « faire que l'ia soit aussi québécoise que le sirop d'érable et la motoneige. »","vision, artificielle, intelligente, mathématiques, logiciels, images, intelligence, automatique, visuelle, logiciel"
585,Development and Applications of Germanium Quantum Technologies,https://www.edx.org/learn/computer-science/delft-university-of-technology-development-and-applications-of-germanium-quantum-technologies?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=586,"in the race towards a fault-tolerant quantum computer, the semiconducting qubit platform is the only one that has, thus far, been shown to be scalable. germanium qubits are a new type of semiconducting qubits, and their progress has been exceptionally fast since the development of the material in 2018.you will learn about the physics behind germanium qubits, their advantages, and challenges compared to other qubit platforms, and the electrical components that are needed to control them. in addition, you will familiarize yourself with different companies from the semiconducting industry, the fabrication facilities, and the latest developments in the field. | this course is a collaboration between several parties, all of whom have state-of-the-art facilities for fabrication, control, or applications using germanium qubits. by taking this course you will have the opportunity to learn about germanium qubits from professionals in the field who are conducting innovative research that is not being done elsewhere. | the course is a journey of discovery, so we encourage you to bring your own experiences, insights, and thoughts via the forum! | this course is authored by experts from the qutech research center at delft university of technology. in the center, scientists and engineers work together to drive research and development in quantum technology. qutech academy's aim is to inspire, share and disseminate knowledge about the latest developments in quantum technology. | this course was supported by ignite – integrated germanium quantum technology. this project has received funding from the european union's horizon europe programme under grant agreement no.101069515.","qubits, qubit, qutech, quantum, germanium, semiconducting, components, engineers, fabrication, electrical"
586,Computer System Design: Advanced Concepts of Modern Microprocessors,https://www.edx.org/learn/computer-programming/chalmers-university-of-technology-computer-system-design-advanced-concepts-of-modern-microprocessors?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=587,"in this computer science course, you will learn advanced concepts underpinning the design of today’s multicore-based computers. additionally, you will learn how design decisions affect energy efficiency and performance. | overall, topics include fundamentals on exploiting parallelism among instructions such as out-of-order execution, branch prediction, exception handling and advanced concepts of memory systems including prefetching and cache coherency. these concepts are fundamental for future computer systems to maximize compute efficiency. | you will also engage with a community of learners with similar interests to share knowledge. | the course is derived from chalmers’s advanced graduate course in computer architecture. prospective students should have a foundation in basic computer design, as offered by, for example, in “computer system design - improving energy efficiency and performance.“","multicore, prefetching, architecture, performance, parallelism, memory, computers, cache, execution, computer"
587,MLOps Tools: MLflow and Hugging Face,https://www.edx.org/learn/computer-science/pragmatic-ai-labs-mlops-tools-mlflow-and-hugging-face?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=588,"master mlflow and hugging face, two powerful open-source platforms for mlops: | mlflow: streamline machine learning lifecycle | hugging face: | key takeaways: | ideal for aspiring mlops professionals or experienced practitioners looking to enhance their skills. break into the field or level up your proficiency in machine learning operations.","mlflow, mlops, machine, learning, platforms, face, master, hugging, streamline, experienced"
588,Introduction à l'apprentissage profond,https://www.edx.org/learn/computer-science/universite-de-montreal-introduction-a-l-apprentissage-profond?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=589,"développé parivadoet lemila, ce cours d'unedurée totale de 5 heuresprésente les concepts fondamentaux de l'apprentissage profond à travers5 modules de formation proposés en français. | le contenu sera présenté à l’aide de vidéos pédagogiques présentés par des spécialistes du domaine: alain tapp, yoshua bengio et nicolas le roux.","travers5, vidéos, domaine, concepts, français, pédagogiques, développé, apprentissage, tapp, modules"
589,IoT System Architecture: Design and Evaluation,https://www.edx.org/learn/computer-architecture/waseda-university-iot-system-architecture-design-and-evaluation?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=590,"this course was created to help learners understand how to design the architecture of iot systems. | iot (internet of things) systems are inherently distributed, heterogeneous, and complicated, hence designing architecture plays an important role in determining its functionality and quality in the early phase of development. however, designing architecture is not easy, because architects must address a number of system functionalities and quality requirements at the same time. | this course will give you an understanding of the concept of architecture and it will give you an approach to systematically design and evaluate iot system architecture. | *this course was reorganized based on smart systems and services innovative professional education (smartse) program, which is a series of the education program waseda university provides in japanese. for more information, please visit:https://smartse.jp/en/","iot, architecture, smartse, designing, architects, design, smart, requirements, education, development"
590,"Next-Gen Security: Mobile, IoT, and Cloud",https://www.edx.org/learn/computer-science/university-system-of-maryland-next-gen-security-mobile-iot-and-cloud?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=591,"next-gen security: mobile, iot, and cloud discusses security vulnerabilities and defenses for ubiquitous devices such as smartphones and internet of things (iot) appliances. the course also introduces the cloud, on which many of the services used by smartphones and iot devices rely. finally, the course introduces the concept of the cloud and its vulnerabilities.","iot, cloud, vulnerabilities, security, smartphones, mobile, devices, ubiquitous, defenses, appliances"
591,Digital Asset 101 Certificate - Part 2,https://www.edx.org/learn/computer-science/dec-institute-digital-assets-101-certificate-part-2?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=592,"the digital asset and crypto asset markets have become an emerging industry where well-funded start-ups are growing towards becoming global leaders, and traditional institutions are investing and expanding into related services. while regulation and the oversight of qualifications of professionals in this field is becoming increasingly important, the industry lacks professionals with well-founded knowledge and experience in both worlds. the digital asset 101 certificate – part 2 addresses this gap with a holistic, 12h certification program developed in collaboration with leading academic and industry players. see full 24h professional certification program on this page: digital asset 101 professional certificate. | the digital asset 101 certificate - part 2 has been designed for professionals with backgrounds in finance, banking, asset management and trading.","certification, certificate, digital, asset, crypto, finance, 101, qualifications, investing, banking"
592,Engenharia Robótica - Carro Robô Inteligente,https://www.edx.org/learn/engineering/state-university-of-maringa-engenharia-robotica-carro-robo-inteligente?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=593,"este curso de engenharia robótica é um programa abrangente e prático projetado para equipar os alunos com o conhecimento e as habilidades necessárias para prosperar no excitante campo da robótica. | ao longo do curso, os alunos se aprofundarão nos princípios fundamentais da robótica, explorando tópicos como mecânica, eletrônica e programação. eles obterão uma compreensão profunda do projeto e construção de robôs, aprendendo como selecionar e integrar componentes, desenvolver sistemas mecânicos e otimizar seu desempenho. | os alunos também se aprofundarão nas complexidades da programação de robôs, aprimorando suas habilidades em linguagens de programação como c++. eles descobrirão como implementar algoritmos avançados para percepção, planejamento e controle, permitindo que robôs naveguem em ambientes, interajam com objetos e executem diferentes tarefas. | por meio de projetos práticos, os alunos terão a oportunidade de aplicar seus conhecimentos e liberar sua criatividade. eles construirão seus próprios robôs, utilizando sensores, atuadores e microcontroladores, e desenvolverão soluções inovadoras para desafios do mundo real. | no final do curso, os alunos terão desenvolvido uma base sólida em engenharia robótica, posicionando-os para se destacarem no campo. eles serão equipados com as habilidades necessárias para contribuírem para o avanço desse campo em rápida evolução.","robótica, programação, robôs, programa, implementar, criatividade, controle, prático, projetado, projetos"
593,Optimization: principles and algorithms - Network and discrete optimization,https://www.edx.org/learn/math/ecole-polytechnique-federale-de-lausanne-optimization-principles-and-algorithms-network-and-discrete-optimization?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=594,"introduction to the mathematical concept of networks, and to two important optimization problems on networks: the transshipment problem and the shortest path problem. short introduction to the modeling power of discrete optimization, with reference to classical problems. introduction to the branch and bound algorithm, and the concept of cuts.","optimization, algorithm, networks, shortest, transshipment, mathematical, cuts, problem, path, branch"
594,Internet de las cosas (IoT) y Big Data,https://www.edx.org/learn/big-data/universidad-del-rosario-internet-de-las-cosas-iot-y-big-data?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=595,"el internet de las cosas (iot) esta revolucionando diferentes ecosistemas de la llamada revolucion 4.0. en ese sentido, el curso esta enfocado en el aprendizaje activo de aquellas personas interesadas en la ciencia, tecnología y desarrollo de sistemas escalables con ayuda de tarjetas de programación de fácil manejo, sensores de bajo costo y uso de software libre, promoviendo las habilidades que las personas interesadas deben poseer para los trabajos actuales y del futuro. | en este curso online aprenderas herramientas avanzadas para la gestion de proyectos en el campo de la programación, sistemas de almacenamiento y gestion de bases de datos y tecnologías en comunicación por medio de protocolos de node red, herramienta clave en el desarrollo de aplicaciones de internet de las cosas (iot) y su relación con el big data de la mano del grupo de profesores de la universidad del rosario (bioinstrumentacion, programacion avanzada, control electronico) del programa de ingeniería biomódica. | en cada modulo encontraras diferentes herramientas de desarrollo, a partir de diferentes plataformas especializadas para llevar a cabo un proyecto en iot, basados en problemáticas reales del campo industrial. paso a paso, podras integrar el material presentado en el mooc, de tal forma que puedas implementar tu proyecto personal y de paso mejorar tus conocimientos sobre conceptos relevantes sobre iot y big data con ello, conseguir nuevas oportunidades de ingresos en el lucrativo ambito de la transformación digital 4.0.","iot, protocolos, cosas, comunicación, trabajos, internet, sistemas, aplicaciones, especializadas, programacion"
595,Web Applications and Command-Line Tools for Data Engineering,https://www.edx.org/learn/data-engineering/pragmatic-ai-labs-web-applications-and-command-line-tools-for-data-engineering?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=596,"in this practical course, you'll gain essential skills for modern data engineering: | whether you're a data engineer, scientist, or analyst, this course will level up your abilities to build powerful data solutions. get hands-on experience with cutting-edge tools and techniques you can apply on the job.","data, engineering, engineer, skills, analyst, tools, apply, modern, scientist, essential"
596,"Information, Calcul, Communication: Introduction à la pensée informatique",https://www.edx.org/learn/computer-science/ecole-polytechnique-federale-de-lausanne-pensee-informatique?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=597,"dans une première partie, nous étudierons d’abord comment résoudre de manière très concrète un problème au moyen d’un algorithme, ce qui nous amènera dans un second temps à une des grandes questions de l’informatique théorique moderne. | la seconde partie du cours sera quant à elle consacrée à l’information est la communication : nous passerons en revue plusieurs sujets, comme la représentation de l'information, le traitement des signaux, la compression de données, la communication et la cryptographie.","communication, cryptographie, algorithme, compression, informatique, information, représentation, une, des, moderne"
597,Gobernanza de datos personales en la era digital,https://www.edx.org/learn/law/pontificia-universidad-javeriana-gobernanza-de-datos-personales-en-la-era-digital?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=598,"este curso en línea te ayudará a comprender qué es la gobernanza de datos, los criterios que deben tener en cuenta quienes formulan política pública al momento de redactar o desarrollar leyes, regulaciones o políticas en materia de protección de datos y privacidad, así como aspectos prácticos de los programas de gobernanza de datos. | antes, cuando las organizaciones podían almacenar la información de sus clientes en ficheros o archivadores manuales, las decisiones sobre cómo ejercer la autoridad sobre el procesamiento de datos personales eran más sencillas. la continua evolución de tecnologías digitales cambia constantemente las formas en que se procesan datos personales y por lo tanto, el paradigma de protección de datos personales. | diversos países están adoptando leyes y regulaciones que intentan abarcar y prever todos los aspectos de las distintas y siempre cambiantes maneras en que se procesan datos personales en la era digital. por ello, los legisladores y autoridades de protección de datos personales se enfrentan al desafío de desarrollar un marco legal y regulatorio que pueda seguir el ritmo acelerado del desarrollo económico basado en la tecnología, a la vez que se protegen efectivamente los derechos e intereses de los sujetos titulares de datos. | los estudiantes se verán expuestos a aspectos intrínsecos al mundo online que deben ser considerados en el diseño de las leyes, regulaciones, políticas y programas de cumplimiento (compliance) de datos personales, incluyendo los sistemas de múltiples capas y múltiples actores interesados, que se ven involucrados en la protección de datos personales desde la perspectiva de cumplimiento y política pública. | este curso de derecho proporcionará al estudiante una base estructurada de aprendizaje apara entender las tensiones que surgen cuando actores online procesan datos personales, y cómo abordar dilemas y cuestiones básicas de protección de datos y privacidad en el diseño de políticas públicas y programas de cumplimiento (compliance) en datos personales.","regulaciones, información, protección, proporcionará, privacidad, personales, procesamiento, como, cómo, económico"
598,Fundamentos de C++ - Un Enfoque Completo,https://www.edx.org/learn/computer-science/project-university-fundamentos-de-c-un-enfoque-completo?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=599,"bienvenido a este interesante curso de programación, donde nos sumergiremos profundamente en el mundo de c++. ya sea que sea principiante o tenga experiencia previa en programación, este curso está diseñado para brindarle el conocimiento y las habilidades necesarias para aprovechar todo el potencial de este poderoso lenguaje. | comenzaremos sentando una base sólida, cubriendo los conceptos básicos de la sintaxis, variables, tipos de datos, flujo de control y funciones de c++. entonces, a medida que avanzas, profundizamos en conceptos más avanzados. | a lo largo del curso, adquirirás experiencia a través de ejercicios prácticos, que te permitirán aplicar lo aprendido y fortalecer tus habilidades para la resolución de problemas. nuestros instructores, que son desarrolladores experimentados de c++, lo guiarán en cada paso del camino y le brindarán información valiosa, consejos y mejores prácticas. | al final de este curso, tendrá una comprensión integral de la programación en c++ y estará bien equipado para desarrollar software eficiente y de alto rendimiento. ya sea que esté interesado en robótica, desarrollo de aplicaciones, programación de juegos o programación de sistemas, este curso lo encaminará hacia el éxito en el vasto dominio de la programación en c++. | ¡prepárate para desbloquear tu potencial de programación!","programación, software, curso, prácticas, aplicaciones, prácticos, conocimiento, habilidades, conceptos, variables"
599,Getting Started with Google Kubernetes Engine,https://www.edx.org/learn/kubernetes/google-cloud-getting-started-with-google-kubernetes-engine?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=600,"in this course, each module aims to build on your ability to interact with gke, and includes hands-on labs for you to experience functionalities first-hand. in the first module, you'll be introduced to a range of google cloud services and features, with a view to helping you choose the right google cloud services to create your own cloud solution. you'll learn about creating a container using cloud build, and store a container in container registry. you'll also compare and contrast the features of kubernetes and google kubernetes engine, also referred to as gke. in addition to conceptualizing the kubernetes architecture, you'll deploy a kubernetes cluster using gke, deploy pods to a gke cluster, and view and manage kubernetes objects.","kubernetes, cloud, gke, pods, cluster, google, container, architecture, deploy, services"
600,Fundamentos TIC para profesionales de negocios: Desarrollo de Software,https://www.edx.org/learn/software-development/universitat-politecnica-de-valencia-fundamentos-tic-para-profesionales-de-negocios-desarrollo-de-software?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=601,"este curso forma parte de una serie de 5 cursos de introducción al uso de sistemas de información en las empresas que te introducirá en el apasionante mundo de las tic. | la serie de cursos está pensada para que un profesional de un campo ajeno a las tecnologías de la información (financiero, administrativo o gerencial) adquiera los conocimientos básicos en tecnologías de la información necesarios para poder relacionarse de forma más provechosa con los especialistas en informática y telecomunicaciones de su empresa u otras corporaciones con las que tenga relación, siendo capaz de especificar requerimientos, evaluar cargas de trabajo y supervisar resultados de forma mucho más efectiva. | en este curso aprenderás los conceptos básicos de la gestión de proyectos de desarrollo software, repasando los conceptos y roles básicos de gestión de proyectos y la gestión del ciclo de vida de desarrollo de sistemas, las herramientas y métodos utilizados en el desarrollo software, los estándares utilizados en el desarrollo y el diseño de la interfaz de usuario de un sistema informático. | al completar la serie de 5 cursos, estarás preparado para relacionarte de forma eficaz con los especialistas del sector de las tecnologías de la información.","informático, información, informática, telecomunicaciones, administrativo, software, corporaciones, curso, cursos, conceptos"
601,Evolution of Game Design: Prehistory to the late 1980s,https://www.edx.org/learn/game-design/lci-education-evolution-of-game-design-prehistory-to-the-late-1980s?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=602,"embark on a captivating journey through gaming history with this online course, tracing the evolution from ancient board games to modern board and arcade games. | this course explores the captivating history of game design, examining the features and applications of the earliest video games, as well as the development of second-generation video game consoles from the 1970s and 1980s. | you will also discover how the american video game industry crash of 1983 paved the way for game developers and game companies around the world—particularly nintendo and sega from japan—to dominate the video game market of the late 1980s and develop the third generation of consoles. | topics covered include: | | this course is based on the game design & vfx school at lasalle college’s vancouver campus, crowned the #1 undergraduate school in canada for video game design by the princeton review 10 years in a row.","gaming, nintendo, consoles, sega, games, arcade, vfx, undergraduate, game, college"
602,"Almacenamiento, Acceso y Visualización de Datos con Python",https://www.edx.org/learn/python/universidades-anahuac-almacenamiento-acceso-y-visualizacion-de-datos-con-python?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=603,"la visualización de los datos es tan importante como los datos en sí, es necesario que se puedan reflejar y transmitir de forma efectiva. | python, siendo el principal lenguaje utilizado por los programadores, te permitirá conocer las claves para crear dashboards con visualización de la información, de forma que te sea posible tanto consultar como elaborar de manera efectiva una interfaz de visualización de datos.","visualización, python, datos, dashboards, información, como, programadores, es, forma, siendo"
603,Preparing for your Professional Cloud Architect Journey,https://www.edx.org/learn/cloud-computing/google-cloud-preparing-for-your-professional-cloud-architect-journey?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=604,this course helps learners create a study plan for the pca (professional cloud architect) certification exam. learners explore the breadth and scope of the domains covered in the exam. learners assess their exam readiness and create their individual study plan.,"pca, certification, exam, study, architect, assess, learners, cloud, explore, professional"
604,Skills for working as an AWS Cloud Consultant,https://www.edx.org/learn/computer-science/amazon-web-services-skills-for-working-as-an-aws-cloud-consultant?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=605,"being a successful cloud consultant is finding the balance of soft skills and hard skills when investigating and solving customer problems. this course is designed to improve students’ understanding of key soft skills necessary to become successful cloud consultants. the course's first week provides foundational knowledge of what cloud consulting is and then dives into important skills for solving customers’ business problems. during the second week, students learn how to work with customers (gather requirements, propose a solution, plan and build out the project, monitor progress, and conclude final tasks) and how different soft skills can help them throughout all stages of the process. the third week of the course focuses on helping students develop and maintain strong business relationships. the main emphasis of this week is on developing soft skills that are necessary to build relationships, earn trust, manage changes, establish a brand, and build a good reputation. finally, in week 4, students receive different recommendations and techniques on how to design a plan to improve their soft skills and grow as a leader.","consultants, consulting, consultant, customers, developing, cloud, skills, develop, customer, students"
605,Teach kids computing: Developing your programming pedagogy,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-programming-pedagogy-in-primary-schools-developing-computing-teaching?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=606,"during this course, you'll examine a range of pedagogies suitable for teaching programming to primary school pupils, particularly block-based programming languages. you'll look at general pedagogical concepts like bloom's verbs, semantic waves and cognitive load, as well as approaches specific to programming, such as parson's problems or designing lessons using levels of abstraction. you'll also have the opportunity to reflect on your own teaching practices, and how you could adapt your own lessons to make the most of these approaches.","programming, pedagogical, teaching, pedagogies, abstraction, lessons, languages, concepts, designing, school"
606,Conversational AI: Ensuring Compliance and Mitigating Risks,https://www.edx.org/learn/computer-science/the-linux-foundation-conversational-ai-ensuring-compliance-and-mitigating-risks?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=607,"in today's tech-driven world, the relevance of conversational ai is unquestionable. the human voice is a unique channel; besides identifying a person, the human voice and respiratory sounds contain biomarkers that reveal physical, neurological, and psychological conditions and a person's overall health. the human voice is classified as sensitive data and requires risk mitigation strategies. with ai technologies rapidly evolving, professionals equipped with risk mitigation knowledge are in high demand. this course will make learners adept at identifying and managing potential risks in ai implementations and ensure their expertise aligns with the latest international standards and regulations. by completing this course, they will enhance their career prospects in various fields, including ai development, project management, compliance, and risk management, ensuring they remain at the forefront of ai advancements and ethical considerations.","risks, ai, risk, voice, expertise, learners, mitigation, development, health, career"
607,Preparing for Your Associate Cloud Engineer Journey,https://www.edx.org/learn/cloud-computing/google-cloud-preparing-for-your-associate-cloud-engineer-journey?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=608,this course helps you structure your preparation for the associate cloud engineer exam. you will learn about the google cloud domains covered by the exam and how to create a study plan to improve your domain knowledge.,"cloud, exam, domains, domain, engineer, google, associate, study, learn, knowledge"
608,Fundamentos de C++ - Uma Abordagem Completa,https://www.edx.org/learn/computer-programming/project-university-fundamentos-de-c?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=609,"bem-vindo a este envolvente curso de programação, onde mergulharemos profundamente no mundo do c++. quer você seja um iniciante ou tenha alguma experiência anterior em programação, este curso foi desenvolvido para equipá-lo com o conhecimento e as habilidades necessárias para se aproveitar todo o potencial dessa poderosa linguagem. | começamos estabelecendo uma base sólida, cobrindo os fundamentos da sintaxe c++, variáveis, tipos de dados, fluxo de controle e funções. conforme você avança, nos aprofundamos em conceitos mais avançados. | ao longo do curso, você ganhará experiência por meio de exercícios práticos, permitindo aplicar o que aprendeu e fortalecer suas habilidades de resolução de problemas. nossos instrutores, que são desenvolvedores c++ experientes, irão guiá-lo em todas as etapas, fornecendo informações, dicas e práticas recomendadas valiosas. | ao final deste curso, você terá uma compreensão abrangente da programação c++ e estará bem equipado para desenvolver um software eficiente e de alto desempenho. caso esteja interessado em robótica, desenvolvimento de aplicativos, programação de jogos ou programação de sistemas, este curso o colocará no caminho do sucesso no vasto domínio da programação c++. prepare-se para desbloquear o seu potencial de programação!","programação, estabelecendo, habilidades, práticas, instrutores, práticos, sistemas, resolução, desenvolvimento, fundamentos"
609,Humanitarian Action in the Digital Age,https://www.edx.org/learn/computer-programming/ecole-polytechnique-federale-de-lausanne-humanitarian-action-in-the-digital-age?index=product&queryId=32d2281f080412f40ab31843dedd6efa&position=610,"as humanitarian practitioner, you are interested in technology but you feel it should be used more responsibly? you are worried people tend to jump on opportunities without properly considering risks? this mooc is for you! | this course will first introduce you to the basics of computer and data science and help you understand what happens underneath the surface when using a computer, the internet or social media. you will then dive into some more complex technologies like artificial intelligence, cryptography or distributed ledgers. equipped with this knowledge, you will then explore with world-leading experts how to use technology responsibly, covering topics such as accountability, ethics, data protection, the do no harm principle and inclusion.","technologies, technology, humanitarian, ethics, internet, computer, data, risks, opportunities, basics"
