Course Name,Course URL,Detailed Description
Explainable Artificial Intelligence (XAI) Concepts,https://www.datacamp.com/courses/explainable-artificial-intelligence-xai-concepts,"Understand the Core Concepts of Explainable Artificial Intelligence (XAI) | This course introduces the crucial field of XAI, focusing on making complex AI algorithms understandable and accessible. The need for transparency and trust in these technologies grows as AI systems become increasingly integrated into various sectors. This course covers the core concepts of XAI, including transparency, interpretability, and accountability, and explores the balance between model complexity and explainability. | Learn XAI Techniques | You will learn about model-specific and model-agnostic explanations, gaining practical insights and tools to apply XAI principles effectively in your projects. The course aims to equip you with the knowledge to make AI systems more transparent, ethical, and aligned with societal values, ensuring that AI decisions are not only effective but also justifiable and understandable. | Implement XAI in the Real World | By the end of this course, you will have a solid understanding of XAI and its importance in the development of AI solutions, and you will be ready to implement these principles to enhance the clarity and trustworthiness of AI systems in real-world applications."
Model Validation in Python,https://www.datacamp.com/courses/model-validation-in-python,"Machine learning models are easier to implement now more than ever before. Without proper validation, the results of running new data through a model might not be as accurate as expected. Model validation allows analysts to confidently answer the question, how good is your model? We will answer this question for classification models using the complete set of tic-tac-toe endgame scenarios, and for regression models using fivethirtyeight’s ultimate Halloween candy power ranking dataset. In this course, we will cover the basics of model validation, discuss various validation techniques, and begin to develop tools for creating validated and high performing models."
Time Series Analysis in R,https://www.datacamp.com/courses/time-series-analysis-in-r,"Many phenomena in our day-to-day lives, such as the movement of stock prices, are measured in intervals over a period of time. Time series analysis methods are extremely useful for analyzing these special data types. In this course, you will be introduced to some core time series analysis concepts and techniques."
Introduction to Azure,https://www.datacamp.com/courses/introduction-to-azure,"Welcome to Introduction to Microsoft Azure | Take your first steps with Microsoft Azure, a leading cloud platform offering a wide range of services to power your applications and infrastructure. This course provides hands-on experience with Azure’s core features, helping you build, deploy, and manage solutions in the cloud efficiently. | Explore Azure’s Core Services | Gain an understanding of essential Azure services, including Compute, Storage, and Automation. Learn how these services work together to deliver scalable and reliable cloud solutions. | Master Cloud Automation | Discover how to automate daily tasks using Azure Automation, Logic Apps, and Function Apps, enabling you to streamline workflows and reduce manual effort. | Deploy and Manage Infrastructure | Learn to deploy virtual machines, manage storage accounts, and configure networking in Azure, all while gaining practical skills applicable to real-world scenarios. | Empower Your Career | Understand the daily responsibilities of Cloud Engineers, DevOps professionals, and Cloud Architects, and how Azure helps them optimize performance and ensure reliability. | Certification Preparation | This course is designed as an introductory step toward earning the AZ-204 certification, equipping you with foundational knowledge and skills to advance your Azure expertise."
Statistical Thinking in Python (Part 1),https://www.datacamp.com/courses/statistical-thinking-in-python-part-1,"After all of the hard work of acquiring data and getting them into a form you can work with, you ultimately want to make clear, succinct conclusions from them. This crucial last step of a data analysis pipeline hinges on the principles of statistical inference. In this course, you will start building the foundation you need to think statistically, speak the language of your data, and understand what your data is telling you. The foundations of statistical thinking took decades to build, but can be grasped much faster today with the help of computers. With the power of Python-based tools, you will rapidly get up-to-speed and begin thinking statistically by the end of this course."
Statistical Techniques in Tableau,https://www.datacamp.com/courses/statistical-techniques-in-tableau,"Use Built-in Statistical Functions | Take your reporting skills to the next level with Tableau’s built-in statistical functions. | Perform EDA and Create Regression Models | Using drag and drop analytics, you'll learn how to perform univariate and bivariate exploratory data analysis and create regression models to spot hidden trends. | Apply Machine Learning Techniques | Working with real-world datasets, you’ll also use machine learning techniques such as clustering and forecasting. It’s time to dig deeper into your data!"
NoSQL Concepts,https://www.datacamp.com/courses/nosql-concepts,"Confused about NoSQL and how it differs from SQL? You've come to the right place! In this conceptual course (no coding required), you’ll be introduced tolearn the four major NoSQL databases, including Key-Value, Document, Column-Family, and Graph.  You’ll learn about four popular NoSQL engines—including Redis, MongoDB, Apache Cassandra, and Neo4j—and when to apply them to achieve a specific business requirement. You’ll follow the data escapades of a fictional social network and learn how NoSQL can help them handle and extract insights from unstructured data like social posts. Lastly, you’ll study real use cases of when  NoSQL databases were used—giving you the knowledge you need to effectively store data in any situation."
Introduction to Portfolio Risk Management in Python,https://www.datacamp.com/courses/introduction-to-portfolio-risk-management-in-python,"This course will teach you how to evaluate basic portfolio risk and returns like a quantitative analyst on Wall Street. This is the most critical step towards being able to fully automate your portfolio construction and management processes. Discover what factors are driving your portfolio returns, construct market-cap weighted equity portfolios, and learn how to forecast and hedge market risk via scenario generation."
Financial Trading in Python,https://www.datacamp.com/courses/financial-trading-in-python,"Are you fascinated by the financial markets and interested in financial trading? This course will help you to understand why people trade, what the different trading styles are, and how to use Python to implement and test your trading strategies. Start your trading adventure with an introduction to technical analysis, indicators, and signals. You'll learn to build trading strategies by working with real-world financial data such as stocks, foreign exchange, and cryptocurrencies. By the end of this course, you'll be able to implement custom trading strategies in Python, backtest them, and evaluate their performance."
Deep Learning for Text with PyTorch,https://www.datacamp.com/courses/deep-learning-for-text-with-pytorch,"Learn Text Processing Techniques | You'll dive into the fundamental principles of text processing, learning how to preprocess and encode text data for deep learning models. You'll explore techniques such as tokenization, stemming, lemmatization, and encoding methods like one-hot encoding, Bag-of-Words, and TF-IDF,  using them with Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs) for text classification. | Get Creative with Text Generation and RNNs | The journey continues as you learn how Recurrent Neural Networks (RNNs) enable text generation and explore the fascinating world of Generative Adversarial Networks (GANs) for text generation. Additionally, you'll discover pre-trained models that can generate text with fluency and creativity. | Build Powerful Models for Text Classification | Finally, you'll delve into advanced topics in deep learning for text, including transfer learning techniques for text classification and leveraging the power of pre-trained models. You'll learn about Transformer architecture and the attention mechanism and understand their application in text processing. By the end of this course, you'll have gained practical experience and the skills to handle complex text data and build powerful deep learning models."
Practicing Coding Interview Questions in Python,https://www.datacamp.com/courses/practicing-coding-interview-questions-in-python,"Coding interviews can be challenging. You might be asked questions to test your knowledge of a programming language. On the other side, you can be given a task to solve in order to check how you think. And when you are interviewed for a data scientist position, it's likely you can be asked on the corresponding tools available for the language. In either of the cases, to get a cool position as a data scientist, you need to do a little work to perform the best. That's why it's very important to practice in order to prove your expertise! This course serves as a guide for those who just start their path to become a professional data scientist and as a refresher for those who seek for other opportunities. We'll go through fundamental as well as advanced topics that aim to prepare you for a coding interview in Python. Since it is not a normal step-by-step course, some exercises can be quite complex. But who said that interviews are easy to pass, right?"
Building Web Applications with Shiny in R,https://www.datacamp.com/courses/building-web-applications-with-shiny-in-r,"Shiny is an R package that makes it easy to build highly interactive web apps directly in R. Using Shiny, data scientists can create interactive web apps that allow your team to dive in and explore your data as dashboards or visualizations. If you want to bring your data to life, Shiny is the way to go! Using data about baby names, food ingredients, and UFO sightings, you'll build a variety of different Shiny apps that leverage different inputs and outputs. You’ll also learn the basics of reactive expressions. By the end of this course, you’ll have the Shiny skills you need to build your first app in R."
Understanding the EU AI Act,https://www.datacamp.com/courses/understanding-the-eu-ai-act,"Introduction to the EU AI Act | It’s time to act on Artificial Intelligence! This course provides an in-depth exploration of the new regulations introduced as part of the new EU AI Act through practical business scenarios. | Navigating Risk-Based Approaches and Obligations | As part of the course, you'll navigate risk-based approaches, understand the obligations of providers and deployers of AI systems, and explore various AI use cases. From prohibited practices to high-risk systems, you'll gain insights into how these rules shape AI deployment. Real-world examples, such as biometric AI, AI in education, and general-purpose models, will illustrate compliance and its benefits. | Overview of the AI Act’s Framework | The course will provide an overview of the AI Act’s framework, explaining how AI systems are classified into different risk categories: unacceptable, high, limited, and no-risk. You'll learn about the obligations of AI providers and deployers, focusing on AI safety, transparency, and accountability. | Equipping You with Fundamental Knowledge | By the end of this course, you'll be equipped with the fundamental knowledge to navigate the EU AI Act, ensuring safer and more effective AI integration in your business operations."
AI Security and Risk Management,https://www.datacamp.com/courses/ai-security-and-risk-management,"AI's potential is undeniable, but ensuring its security requires knowledge and action! Prepare to learn valuable skills with this introductory course that will empower you to identify and address key AI security challenges. | Become an AI Security Champion | This introductory course is perfect for those looking to understand AI security better and make more informed strategic decisions to protect their organization. Learn how to ensure AI security efforts match your organization's goals, and see how to connect AI security with business strategies using real-world examples. | Build Awareness and Competence | Explore AI's specific security challenges and learn the importance of examining these risks from various perspectives. We will guide you through the practical aspects of AI security, focusing on key risks associated with AI. This includes risks related to developing and using AI models and the external threats organizations face. Discover actionable practices that help reduce these risks and how to assess AI risks through detailed evaluations and daily checks. | By the end of this course, you'll know how to stay ahead in the fast-changing world of AI, keeping yourself and your organization safe."
Building Dashboards with Dash and Plotly,https://www.datacamp.com/courses/building-dashboards-with-dash-and-plotly,You don’t need expensive vendor software to create insight-rich dashboards—you can do this using Plotly and Dash. Come on a journey and learn how to turn your Plotly visualizations into interactive dashboards using global e-commerce data. You’ll learn the basics of web applications and discover how to structure and style your dashboards using HTML and CSS—building a portfolio of dashboards you can adapt to your data and projects. Are you ready to bring your plots to life?
Modeling with Data in the Tidyverse,https://www.datacamp.com/courses/modeling-with-data-in-the-tidyverse,"In this course, you will learn to model with data. Models attempt to capture the relationship between an outcome variable of interest and a series of explanatory/predictor variables. Such models can be used for both explanatory purposes, e.g. ""Does knowing professors' ages help explain their teaching evaluation scores?"", and predictive purposes, e.g., ""How well can we predict a house's price based on its size and condition?"" You will leverage your tidyverse skills to construct and interpret such models. This course centers around the use of linear regression, one of the most commonly-used and easy to understand approaches to modeling. Such modeling and thinking is used in a wide variety of fields, including statistics,  causal inference, machine learning, and artificial intelligence."
Intermediate dbt,https://www.datacamp.com/courses/intermediate-dbt,"Master dbt Workflows | Take your dbt skills to the next level and learn how to implement robust, scalable data transformation workflows in a production environment. This course is designed for data engineers, analysts, and analytics engineers who want to move beyond the basics and gain hands-on experience with advanced dbt functionality. | Ensure Data Quality with Advanced Testing | Building reliable data pipelines starts with validation. You'll explore advanced testing techniques to catch data inconsistencies, create custom reusable tests to standardize validation across models, and apply tests to sources and seeds for better governance and data lineage tracking. | Leverage dbt Sources, Seeds, and Snapshots | Discover how dbt sources can improve documentation and lineage while ensuring traceability of raw data. Learn to use dbt seeds for managing small, static datasets efficiently. Then, master slowly changing dimensions (SCD2) with dbt snapshots, allowing you to track historical changes in your data warehouse with minimal effort. | Automate and Optimize with dbt Build | Efficiency is key in production environments. You’ll learn how to streamline workflows with dbt build, automating model execution, tests, and snapshots to ensure reliable transformations. By optimizing your pipeline, you'll enhance performance, maintainability, and scalability of your dbt projects. | Apply Your Skills in Real-World Scenarios | Through interactive exercises and hands-on practice, you’ll reinforce your knowledge and gain the confidence to apply dbt in real-world settings. By the end of the course, you'll be equipped to design, test, and automate production-ready dbt workflows, ensuring high-quality and well-documented transformations at scale."
Supervised Learning in R: Regression,https://www.datacamp.com/courses/supervised-learning-in-r-regression,"From a machine learning perspective, regression is the task of predicting numerical outcomes from various inputs. In this course, you'll learn about different regression models, how to train these models in R, how to evaluate the models you train and use them to make predictions."
ARIMA Models in R,https://www.datacamp.com/courses/arima-models-in-r,"In this course, you will become an expert in fitting ARIMA models to time series data using R.  First, you will explore the nature of time series data using the tools in the R stats package.  Next, you learn how to fit various ARMA models to simulated data (where you will know the correct model) using the R package astsa.  Once you have mastered the basics, you will learn how to fit integrated ARMA models, or ARIMA models to various real data sets. You will learn how to check the validity of an ARIMA model and you will learn how to forecast time series data.  Finally, you will learn how to fit ARIMA models to seasonal data, including forecasting using the astsa package."
Introduction to Oracle SQL,https://www.datacamp.com/courses/introduction-to-oracle-sql,"Gain an Introduction in Oracle SQL | Oracle SQL is one of the most widely used database management systems around the world. It's well suited to power primarily commercial and enterprise applications, and is particularly popular at large companies with mission-critical databases. | This introductory course will teach you all the essentials you need to master Oracle SQL. This includes SQL basics, aggregating, combining, and customizing data in Oracle. You will apply your newly acquired knowledge to solve business problems for a digital media store using the Chinook data. | Practice Essential Skills Using Chinook data | The course begins by exploring SQL Basics. In this chapter, you will familiarize yourself with topics such as what is an Oracle database and relational databases, and essentially how to retrieve, order, and filter data. | The last chapter will explain how Oracle SQL interprets your queries. You will then learn how to customize your outputs, handle missing values, and how to convert data from one type to another. | Further Develop Your Oracle SQL Skills | By the end of this course, you will understand how Oracle processes SQL queries and will have a solid foundation in Oracle SQL. With the growing importance of relational databases, comes a simultaneously increasing demand of RDBMS and SQL programmers. Explore our library to discover more about SQL and its RDBMS."
Forecasting in R,https://www.datacamp.com/courses/forecasting-in-r,"Use Forecasting in R for Data-Driven Decision Making | This course provides an introduction to time series forecasting using R. | Forecasting involves making predictions about the future. It is required in many situations, such as deciding whether to build another power generation plant in the next ten years or scheduling staff in a call center next week. | Forecasts may be needed several years in advance (for the case of capital investments), or only a few minutes beforehand (for telecommunication routing). Whatever the circumstances or time horizons involved, reliable forecasting is essential to good data-driven decision-making. | Build Accurate Forecast Models with ARIMA and Exponential Smoothing | You’ll start this course by creating time series objects in R to plot your data and discover trends, seasonality, and repeated cycles. You’ll be introduced to the concept of white noise and look at how you can conduct a Ljung-Box test to confirm randomness before moving on to the next chapter, which details benchmarking methods and forecast accuracy. | Being able to test and measure your forecast accuracy is essential for developing usable models. This course reviews a variety of methods before diving into exponential smoothing and ARIMA models, which are two of the most widely-used approaches to time series forecasting. | Before you complete the course, you’ll learn how to use advanced ARIMA models to include additional information in them, such as holidays and competitor activity."
Introduction to Data Visualization with Plotly in Python,https://www.datacamp.com/courses/introduction-to-data-visualization-with-plotly-in-python,"Producing high-quality, interactive visualizations historically required complex code, extensive time, and effort. Not anymore. In this course, you’ll learn how to create publication-quality graphs harnessing the power of JavaScript, without leaving the comfort of the Python programming language we all love. You’ll create, style, and customize a variety of stunning, interactive graphs—using datasets ranging from stock prices to basketball team stats, and even penguin beak sizes! Using the Plotly charting library, you’ll also learn to customize interactivity such as hover information, range sliders, custom buttons, and even drop-downs that reactively change the visualization. Are you ready to level-up your data visualization skills?"
ARIMA Models in Python,https://www.datacamp.com/courses/arima-models-in-python,"Have you ever tried to predict the future? What lies ahead is a mystery that is usually only solved by waiting. In this course, you can stop waiting and dive into the world of time series modeling using ARIMA models in Python to forecast the future. | Time series data | Start by learning the basics of time series data, including the concept of stationarity—crucial for working with ARMA models. You'll learn how to test for stationarity both visually and statistically, generate ARMA data, and fit ARMA models to get a solid foundation.​ | Statsmodels package | As you progress, explore the powerful Statsmodels package for fitting ARMA, ARIMA, and ARMAX models. You'll get hands-on experience using your models to predict future values like stock prices. | Making these concepts easy to grasp and apply, you’ll uncover generating one-step-ahead predictions, dynamic forecasts, and fitting ARIMA models directly to your data. | ACF and PACF plots | One of the highlights is learning how to choose the best model using ACF and PACF plots to identify promising model orders. You'll learn about criteria like AIC and BIC for model selection and diagnostics, helping you refine your models to perfection​​. | SARIMA models | The course wraps up with seasonal ARIMA (SARIMA) models, perfect for handling data with seasonal patterns. You'll learn to decompose time series data into seasonal and non-seasonal components and apply your ARIMA skills in a global forecast challenge. | This final project ties everything together, giving you a comprehensive understanding of ARIMA modeling."
Working with Geospatial Data in Python,https://www.datacamp.com/courses/working-with-geospatial-data-in-python,"A good proportion of the data out there in the real world is inherently spatial. From the population recorded in the national census, to every shop in your neighborhood, the majority of datasets have a location aspect that you can exploit to make the most of what they have to offer. This course will show you how to integrate spatial data into your Python Data Science workflow. You will learn how to interact with, manipulate and augment real-world data using their geographic dimension. You will learn to read tabular spatial data in the most common formats (e.g. GeoJSON, shapefile, geopackage) and visualize them in maps. You will then combine different sources using their location as the bridge that puts them in relation to each other. And, by the end of the course, you will be able to understand what makes geographic data unique, allowing you to transform and repurpose them in different contexts."
User-Oriented Design in Power BI,https://www.datacamp.com/courses/user-oriented-design-in-power-bi,"Design with Users in Mind | In this course you learn how to design with users in mind. | Optimize Visualizations | You’ll get introduced to some best practices in data visualization and optimize your visualizations to be more accessible to visually impaired individuals. This course also teaches you when to create paginated reports, a prerequisite for the official PL-300 exam!"
Generalized Linear Models in R,https://www.datacamp.com/courses/generalized-linear-models-in-r,"Linear regression serves as a workhorse of statistics, but cannot handle some types of complex data. A generalized linear model (GLM) expands upon linear regression to include non-normal distributions including binomial and count data. Throughout this course, you will expand your data science toolkit to include GLMs in R. As part of learning about GLMs, you will learn how to fit model binomial data with logistic regression and count data with Poisson regression. You will also learn how to understand these results and plot them with ggplot2."
Feature Engineering for NLP in Python,https://www.datacamp.com/courses/feature-engineering-for-nlp-in-python,"In this course, you will learn techniques that will allow you to extract useful information from text and process them into a format suitable for applying ML models. More specifically, you will learn about POS tagging, named entity recognition, readability scores, the n-gram and tf-idf models, and how to implement them using scikit-learn and spaCy. You will also learn to compute how similar two documents are to each other.  In the process, you will predict the sentiment of movie reviews and build movie and Ted Talk recommenders. Following the course, you will be able to engineer critical features out of any text and solve some of the most challenging problems in data science!"
Introduction to Financial Concepts in Python,https://www.datacamp.com/courses/introduction-to-financial-concepts-in-python,"Understanding the basic principles of finance is essential for making important financial decisions ranging from taking out a student loan to constructing an investment portfolio. Combining basic financial knowledge with Python will allow you to construct some very powerful tools. You'll come out of this course understanding the time value of money, how to compare potential projects and how to make rational, data-driven financial decisions."
Data Storytelling Case Study: College Majors,https://www.datacamp.com/courses/data-storytelling-case-study-college-majors,"Stories are all around us! In the data world, stories help us solve business problems and convey valuable findings to stakeholders. Although often overshadowed by flashier technical topics such as ML and deep learning, data storytelling is a high-demand skill that evolves your analytical skills and deliverables from informative to insightful. This is why publications like the Harvard Business Review consistently reports data storytelling on top of any data professional's requirements list.In this course, you will complete a case study to learn the fundamentals of data storytelling and why it's important in analytics. You'll have the opportunity to learn key elements to include in every data story such as building narrative arcs, establishing a data foundation, and leveraging visualizations. In this case study on college graduate outcomes, students will evolve their findings across multiple data story maturity levels for optimal and accessible value claims, and actionable insights.At the conclusion of the course, you will have the necessary skills to provide data-driven impact by coupling your technical skills with communication maturity and professionalism."
CI/CD for Machine Learning,https://www.datacamp.com/courses/cicd-for-machine-learning,"The course will empower you to streamline your machine learning development processes, enhancing efficiency, reliability, and reproducibility in your projects. Throughout the course, you'll develop a comprehensive understanding of CI/CD workflows and YAML syntax, utilizing GitHub Actions (GA) for automation, training models in a pipeline, versioning datasets with DVC, performing hyperparameter tuning, and automating testing and pull requests. | Fundamentals of CI/CD, YAML, and Machine Learning | You'll be introduced to the fundamental concepts of CI/CD and YAML, and gain an understanding of the software development life cycle and key terms like build, test, and deploy. You'll define Continuous Integration, Continuous Delivery, and Continuous Deployment while examining their distinctions. You'll also explore the utility of CI/CD in machine learning and experimentation. | GitHub Actions for CI/CD Automation | You'll learn about GA, a powerful platform for implementing CI/CD workflows. You'll discover the various elements of GA, including events, actions, jobs, steps, runners, and context. You'll learn how to define workflows triggered by events such as push and pull requests and customize runner machines. You'll also gain practical experience by setting up basic CI pipelines and understanding the GA log. | Versioning Datasets with Data Version Control | You'll delve deep into Data Version Control (DVC) for versioning datasets, initializing DVC, and tracking datasets. Using DVC pipelines, you'll learn how to train classification models and generate metrics in a reproducible manner. | Optimizing Model Performance and Hyperparameter Tuning | You'll now focus on model performance analysis and hyperparameter tuning and gain practical skills in diffing metrics and plots across branches to compare changes in model performance. You'll learn how to download artifacts using GA and perform hyperparameter tuning using scikit-learn's GridSearchCV. Additionally, you'll explore automating pull requests with the best model configuration."
Case Study: Analyzing Job Market Data in Tableau,https://www.datacamp.com/courses/case-study-analyzing-job-market-data-in-tableau,"Utilize Your Skills with a Tableau Case Study | In this Tableau case study, you’ll explore a real-world job posting dataset to uncover insights for a fictional recruitment company called DataSearch. Using what you’ve learned from previous courses, you’ll use visualization techniques to investigate the data to find out what skills are most in-demand for data scientists, data analysts, and data engineers. | Use Tableau to Gain Data Insights | You’ll start by importing and cleaning a dataset, making sure it’s prepared for data exploration. You’ll then use filters and calculated fields to build insightful visualizations of your findings, allowing for trend analysis. | Create Tableau Dashboards to Present Your Work | Finally, you’ll bring it all together using Tableau's powerful dashboard capabilities so that you can answer questions for the DataSearch team. | By practicing the techniques you’ve learned so far, this Tableau case study gives you the chance to get some hands-on practice with a dataset. Once you’ve finished the course, you’ll be more confident using Tableau to present your data insights."
Understanding GDPR,https://www.datacamp.com/courses/understanding-gdpr,"Understand GDPR | Learn about GDPR  without the complex legal jargon. As you’ll work through this course, you’ll work on a variety of concepts that will be elaborated with practical examples and use cases. | Whether you are a data scientist, manager, student, or curious citizen, you may have heard about GDPR in some form. | Discover The Purpose of GDPR | Since it took effect, GDPR, or the General Data Protection Regulation, is arguably the most influential data protection law in the world. Whether you live in the EU or not, GDPR impacts how you do business and how it might influence the data protection laws and procedures wherever you are. | Learn About GDPR Principles | After completing the course, you will have a clear understanding of GDPR principles, the accountability obligations, and how your and your company can benefit by setting up GDPR-compliant processes not only for the present but also to be able to adapt to evolving technologies and regulations."
Data Visualization in Google Sheets,https://www.datacamp.com/courses/data-visualization-in-google-sheets,"A picture can tell a thousand words - but only if you use the right picture! This course teaches you the fundamentals of data visualization with Google Sheets. | Chart Creation Techniques | In this course, you'll start by learning how to create various common chart types, including bar charts, histograms, and scatter charts. You'll not only master these basic chart types but also delve into more advanced options such as sparkline and candlestick charts. These tools are essential for effective data presentation, allowing you to convey complex information in an easily digestible visual format. Whether you're analyzing sales data, survey results, or any other kind of numerical data, these charting techniques will be invaluable. | Data Management and Analysis | Data preparation is key in data visualization. This course guides you through the use of Data Validation and VLookup formulas to precisely target specific data for charting. You'll learn how to organize and sift through your data to find the insights you need. Additionally, the course covers the use of Conditional Formatting, a powerful tool in Google Sheets that enables you to apply formats to cells or ranges based on certain criteria. This skill is particularly useful for highlighting key data points, identifying trends, and making your data more readable and impactful. | Dashboard Creation and Real-world Applications | The final part of the course focuses on creating a comprehensive dashboard that combines plots and data. Dashboards are essential for summarizing complex data sets and providing an at-a-glance view of key metrics. You'll apply the skills you've learned by using real-world data sets, such as information from the Olympics, shark attack records, and Marine Technology data from the ASX. This hands-on approach ensures that by the end of the course, you'll not only understand the theory behind data visualization but also have practical experience in applying these techniques in real-world scenarios."
Cleaning Data with Generative AI,https://www.datacamp.com/courses/cleaning-data-with-generative-ai,"Are you new to data analytics? Have you had the experience of navigating through messy datasets that aren’t useable for analysis? If only there were a tool to support you through cleaning your dataset! | Learn how to clean your data with AI | Put your prompting skills to the test by interacting with a chatbot designed to show you how to clean a dataset! This project focuses on using generative AI to teach you all the necessary steps to identify and address common data issues, such as handling duplicate values, filtering out null values, and dealing with inconsistent formatting. This hands-on experience emphasizes using prompt engineering to optimize AI-driven interactions, elevating your technical skills in data cleaning."
Case Study: Analyzing Healthcare Data in Power BI,https://www.datacamp.com/courses/case-study-analyzing-healthcare-data-in-power-bi,"In healthcare, improving efficiency while maintaining high-quality patient care is a top priority. | Use Power BI to Analyze Healthcare Data | In this Power BI Case study, you’ll explore a real-world dataset to uncover hospital efficiency insights for a fictional consulting company called HealthStat. | Leverage Your DAX Skills | You’ll analyze attributes impacting the patient length of stay (LOS) and cost and work to identify factors contributing to hospital differences. You’ll leverage your DAX skills to create measures and generate insightful visualizations. | Create a Healthcare Dashboard | To finish off, you’ll bring it all together in a sophisticated business dashboard to communicate insights for the HealthStat team. This case study gives you a chance to practice a range of Power BI skills, working with real-world data."
Introduction to Databases in Python,https://www.datacamp.com/courses/introduction-to-relational-databases-in-python,"In this course, you'll learn the basics of using SQL with Python. This will be useful because databases are ubiquitous and data scientists, analysts, and engineers must interact with them constantly. The Python SQL toolkit SQLAlchemy provides an accessible and intuitive way to query, build, and write to essential databases, including SQLite, MySQL, and PostgreSQL."
Experimental Design in R,https://www.datacamp.com/courses/experimental-design-in-r,"Experimental design is a crucial part of data analysis in any field, whether you work in business, health or tech. If you want to use data to answer a question, you need to design an experiment! In this course you will learn about basic experimental design, including block and factorial designs, and commonly used statistical tests, such as the t-tests and ANOVAs. You will use built-in R data and real world datasets including the CDC NHANES survey, SAT Scores from NY Public Schools, and Lending Club Loan Data. Following the course, you will be able to design and analyze your own experiments!"
Introduction to GCP,https://www.datacamp.com/courses/introduction-to-gcp,"Understanding the Google Cloud Platform | This initial section of the course introduces Google Cloud Platform (GCP), providing an in-depth look at its architecture, core components, and how these services interconnect. Students will learn about cloud data storage options, virtual machines, container orchestration, and serverless computing within the GCP ecosystem. This part lays the foundational knowledge necessary for understanding the full capabilities of GCP. | GCP's Data Handling and Compute Services | In the second part, the course focuses on GCP's robust data handling and analytics capabilities. Topics include an exploration of storage solutions like Cloud Spanner and BigQuery, and the business benefits these services offer. The course also covers compute services such as Kubernetes Engine and the integration of AI and ML technologies, highlighting how these features distinguish Google Cloud in practical business applications. | Modernizing Business with GCP | The final section discusses the transformational impact of GCP on modern businesses. It addresses the challenges of legacy infrastructures, the advantages of upgrading to GCP, and different cloud setups. The course also explores the motivations behind application modernization, the shift in expenditure and responsibilities in cloud models, and the process of selecting the appropriate cloud setup. It concludes with insights into how GCP facilitates digital and business transformation."
Data Transformation in Alteryx,https://www.datacamp.com/courses/data-transformation-in-alteryx,"Mastering Data Transformation Techniques | Embark on a journey to master the art of data manipulation with the ""Data Transformation in Alteryx"" course. This comprehensive course begins by introducing you to the Formula Tool, an essential component for crafting powerful data transformations. You will learn how to manipulate data efficiently and effectively, thereby streamlining your workflow and enhancing your analytical capabilities. The initial focus on eliminating tedious manual processes will pave the way for more sophisticated data handling techniques. | Enhancing Analytical Precision | As you delve deeper into the course, you will explore the utilization of logical operators to create complex conditions that refine your data processing skills. This section aims to uncover the secrets behind these operators, adding precision and nuance to your analyses. By constructing logical functions, you will gain the ability to address more complex analytical challenges, thereby elevating the quality and depth of your insights. | Advanced Data Structuring Methods | In the latter part of the course, the focus shifts to optimizing data layout using the Crosstab and Transpose tools. Discover the art of pivoting and unpivoting tables to improve your data analysis and visualization techniques. This module not only enhances your ability to handle wide data formats but also teaches you how to aggregate data effectively for better performance and reporting. Through practical examples and hands-on exercises, you will become proficient in transforming raw data into insightful, actionable information. | Upon completion of the ""Data Transformation in Alteryx"" course, you will possess the skills needed to reshape data, construct logical functions, and optimize workflows. This journey will unlock the full potential of your data, allowing you to leverage these powerful tools in your daily analytical tasks."
Image Modeling with Keras,https://www.datacamp.com/courses/image-modeling-with-keras,"Learn to Use Convolutional Neural Networks in Python | Image model often requires deep learning methods that use data to train neural   network algorithms to do various machine learning tasks. Convolutional neural   networks (CNNs) are particularly powerful neural networks that you'll use to   classify different types of objects for the analysis of images. This four-hour   course will teach you how to construct, train, and evaluate CNNs using Keras. | Turning images into data and teaching neural networks to classify them is a   challenging element of deep learning with extensive applications throughout   business and research, from helping an eCommerce site manage inventory more   easily to allowing cancer researchers to quickly spot dangerous melanoma. | Discover Keras CNNs | The first chapter of this course covers how images can be seen as data, and   how you can use Keras to train a neural network to classify objects found in   images. | The second chapter will cover convolutions, a fundamental part of CNNs. You’ll   learn how they operate on image data and learn how to train and tweak your   Keras CNN using test data. Later chapters go into more detail and teach you   how to create a deep learning network. | Build Your Own Keras Neural Network | You’ll end the course by learning the different ways that you can track how   well a CNN is doing and how you can improve their performance. At this point,   you’ll be able to build Keras neural networks, optimize them, and visualize   their responses across a range of applications."
